0.13236 0.089468 0.04399 0.025735 0.017288 0.011127 0.0096971 0.0064746 0.006165 0.0049005 0.0037939
0.207 0.18886 0.1194 0.074581 0.056474 0.041851 0.033433 0.02653 0.025041 0.019649 0.015468
0.19901 0.24851 0.1637 0.12036 0.089718 0.066689 0.056613 0.047139 0.040381 0.035121 0.031431
0.19695 0.54675 0.59336 0.60074 0.61965 0.62168 0.63437 0.6456 0.65151 0.6576 0.66815
0.19409 0.61726 0.6293 0.64637 0.66227 0.6657 0.68988 0.71435 0.70868 0.73497 0.73622
0.19781 0.61564 0.61491 0.66823 0.6985 0.70471 0.72746 0.75419 0.75889 0.77685 0.79562
0.19886 0.58033 0.60731 0.69708 0.6976 0.73702 0.75166 0.78354 0.80381 0.81672 0.83989
0.19666 0.49105 0.61196 0.68064 0.71711 0.74197 0.76642 0.79408 0.81341 0.84566 0.85722
0.19377 0.35104 0.58492 0.64372 0.72866 0.74078 0.78976 0.80749 0.82693 0.85559 0.88091
0.19903 0.30059 0.54019 0.5966 0.69138 0.73831 0.76321 0.81354 0.8246 0.86165 0.88724
0.19666 0.27338 0.48169 0.5702 0.65808 0.72843 0.7572 0.8174 0.83135 0.8617 0.89288
0.1967 0.23491 0.4498 0.55555 0.64103 0.70201 0.75903 0.79451 0.83063 0.86853 0.89304
0.19456 0.18297 0.37938 0.53186 0.59247 0.65754 0.7443 0.79369 0.81839 0.86444 0.89781
0.19606 0.093348 0.10335 0.099727 0.075106 0.059096 0.060397 0.048471 0.038687 0.03322 0.027468
0.1974 0.072551 0.095136 0.11951 0.091137 0.080767 0.067343 0.055639 0.048192 0.045296 0.046043
0.19513 0.061968 0.080508 0.097363 0.077557 0.064737 0.05444 0.045716 0.041071 0.036666 0.035027
0.19722 0.056567 0.07702 0.10389 0.080255 0.074539 0.064649 0.053208 0.049421 0.044343 0.039996
0.19837 0.053376 0.067645 0.078549 0.066239 0.05953 0.056041 0.044209 0.044397 0.038671 0.032728
0.19734 0.048634 0.062881 0.070038 0.071521 0.063602 0.061683 0.048338 0.043492 0.047687 0.039501
0.20203 0.033566 0.053275 0.054189 0.062066 0.058493 0.05109 0.043218 0.037917 0.03946 0.040459
0.19882 0.03262 0.054249 0.057937 0.066697 0.063193 0.056743 0.045696 0.050477 0.040622 0.042448
