0.23996 0.21569 0.21874 0.23227 0.22684 0.22309 0.19698 0.2035 0.19577 0.19709 0.20213
0.20367 0.40933 0.37962 0.4138 0.35733 0.35266 0.37105 0.3395 0.35387 0.31409 0.34839
0.23347 0.48856 0.51293 0.5867 0.5461 0.56928 0.59352 0.59156 0.60469 0.61666 0.6662
0.21672 0.29445 0.61218 0.63557 0.67223 0.7182 0.70443 0.71288 0.78549 0.81421 0.79426
0.26945 0.26404 0.60595 0.70254 0.68071 0.80631 0.78162 0.80535 0.82396 0.87441 0.9222
0.24231 0.2636 0.43444 0.64265 0.68967 0.73912 0.80152 0.84715 0.83387 0.89376 0.88955
0.15795 0.26602 0.36167 0.60293 0.61697 0.68237 0.75493 0.78927 0.84387 0.88496 0.89786
0.12718 0.21635 0.28582 0.50551 0.59103 0.65591 0.70597 0.76972 0.80234 0.80566 0.89568
0.099428 0.17258 0.25255 0.35673 0.51148 0.55424 0.65019 0.6451 0.77292 0.82643 0.86261
0.080605 0.12433 0.23877 0.30785 0.38264 0.4486 0.4973 0.58063 0.64759 0.73075 0.81057
0.079364 0.10198 0.20778 0.28653 0.31502 0.40397 0.42625 0.53142 0.53743 0.62875 0.67742
0.074647 0.062459 0.14819 0.27415 0.25588 0.34712 0.39233 0.43243 0.52353 0.56565 0.59549
0.070531 0.063716 0.10458 0.22405 0.21844 0.20999 0.19508 0.21243 0.20585 0.22779 0.25872
0.04882 0.060931 0.075831 0.18719 0.20164 0.20622 0.19968 0.1996 0.21121 0.2141 0.22805
0.057779 0.060905 0.066968 0.12781 0.18219 0.20064 0.19536 0.17335 0.19669 0.18996 0.20674
