0.18089 0.21513 0.21077 0.1892 0.17634 0.15488 0.14873 0.13397 0.1211 0.10771 0.10347
0.19835 0.28148 0.31516 0.29954 0.28758 0.26876 0.24914 0.22825 0.20466 0.2045 0.17311
0.22905 0.34034 0.46159 0.5552 0.59032 0.62474 0.6432 0.68312 0.69945 0.7392 0.75859
0.26297 0.34935 0.49625 0.56836 0.68188 0.69668 0.72863 0.74277 0.80317 0.84371 0.8515
0.27376 0.3395 0.49686 0.59737 0.69082 0.74768 0.7597 0.79511 0.85132 0.89368 0.90038
0.26662 0.33781 0.48386 0.6054 0.69632 0.74215 0.81517 0.84051 0.87134 0.92474 0.9315
0.21794 0.31007 0.44891 0.55981 0.67604 0.72333 0.77698 0.83073 0.87848 0.91887 0.93487
0.1978 0.26971 0.39242 0.51833 0.62538 0.68483 0.74735 0.79018 0.86742 0.91055 0.91256
0.16859 0.22541 0.3328 0.45729 0.58913 0.64402 0.70552 0.7678 0.79982 0.87591 0.88442
0.15551 0.19888 0.28687 0.41378 0.50447 0.5815 0.62508 0.7015 0.76426 0.82133 0.85861
0.13089 0.16572 0.24355 0.34866 0.44961 0.5308 0.5929 0.64402 0.70208 0.77315 0.79981
0.10096 0.14987 0.21086 0.28907 0.40501 0.46617 0.55833 0.58808 0.64299 0.71226 0.73634
0.072067 0.13535 0.17521 0.23877 0.25703 0.25801 0.25791 0.22609 0.22597 0.19279 0.19076
0.055576 0.12239 0.15946 0.21136 0.2481 0.24516 0.25275 0.24008 0.23081 0.21842 0.20495
0.049255 0.11971 0.13534 0.17938 0.23732 0.22968 0.23499 0.23027 0.22015 0.21902 0.20224
